cell_id,longitude,latitude
c02654,-46.7047,-23.5081
c02655,-46.4925,-23.4208
c02656,-46.9949,-22.8198
c02657,-46.2452,-23.4616
c02658,-47.164,-22.8583
c02659,-47.2252,-22.8014
c02660,-45.9499,-23.2978
c02661,-46.8385,-23.5247
c02662,-46.439,-23.4647
c02663,-46.3333,-23.5041
c02664,-47.3168,-23.2655
c02665,-46.4972,-23.6655
c02666,-46.9381,-23.1691
c02667,-46.6962,-23.5731
c02668,-43.1855,-22.9685
c02669,-46.7221,-23.5525
c02670,-46.9201,-23.5805
c02671,-46.3553,-23.9213
c02672,-43.1711,-22.9086
c02673,-47.3193,-23.2654
c02674,-46.6577,-23.5624
c02675,-46.5478,-23.4878
c02676,-46.6037,-23.5682
c02677,-46.34,-23.549
c02678,-46.4698,-23.6775
c02679,-46.5659,-23.5046
c02680,-46.5707,-23.5658
c02681,-45.8922,-23.191
c02682,-46.8243,-23.6299
c02683,-46.4772,-23.4239
c02684,-46.6691,-23.5267
c02685,-46.589,-23.5931
c02686,-46.8337,-23.5461
c02687,-46.9307,-23.8367
c02688,-43.1908,-22.984
c02689,-45.5894,-22.8961
c02690,-43.1995,-22.979
c02691,-46.8286,-23.6312
c02692,-46.9256,-23.2029
c02693,-46.6254,-23.5196
c02694,-45.626,-22.8188
c02695,-45.8957,-23.2154
c02696,-43.1657,-22.9535
c02697,-46.6892,-23.5738
c02698,-45.2879,-23.5683
c02699,-47.1166,-23.0113
c02700,-46.8147,-23.5697
c02701,-46.3267,-23.969
c02702,-45.9146,-23.1989
c02703,-46.937,-23.1465
c02704,-46.7171,-23.555
c02705,-46.6025,-23.6667
c02706,-45.8835,-23.3007
c02707,-46.3438,-23.9292
c02708,-46.6771,-23.5602
c02709,-43.2604,-22.9711
c02710,-46.5821,-23.6015
c02711,-46.8358,-23.5119
c02712,-46.4675,-23.4777
c02713,-46.8738,-23.7052
c02714,-46.0159,-22.4968
c02715,-46.5099,-23.6644
c02716,-46.9198,-23.2131
c02717,-45.3541,-23.5995
c02718,-46.5917,-23.7407
c02719,-46.693,-23.596
c02720,-46.9148,-23.7896
c02721,-46.5002,-23.4195
c02722,-46.6968,-23.6755
c02723,-46.5389,-23.4976
c02724,-43.1676,-22.9128
c02725,-46.6794,-23.5675
c02726,-46.5667,-23.5234
c02727,-46.6111,-23.5898
c02728,-45.9373,-23.166
c02729,-43.4292,-22.8643
c02730,-46.478,-23.4518
c02731,-46.5295,-23.5317
c02732,-46.8432,-23.5985
c02733,-43.17,-22.9113
c02734,-46.717,-23.6329
c02735,-46.598,-23.5231
c02736,-46.8497,-23.4986
c02737,-46.4632,-23.6714
c02738,-46.8183,-23.5427
c02739,-46.7371,-23.6408
c02740,-46.0294,-23.3449
c02741,-46.8819,-23.5754
c02742,-46.6551,-23.583
c02743,-45.5645,-22.7177
c02744,-45.9434,-23.255
c02745,-46.8274,-23.5215
c02746,-46.6426,-23.6185
c02747,-46.9209,-23.5857
c02748,-46.4535,-23.6643
c02749,-46.5622,-23.5281
c02750,-46.874,-23.7054
c02751,-46.9192,-23.2072
c02752,-45.0697,-23.4415
c02753,-46.5016,-23.6611
c02754,-43.1784,-22.9545
c02755,-46.6362,-23.5945
c02756,-46.5161,-23.6576
c02757,-46.6959,-23.605
c02758,-46.7007,-23.6244
c02759,-46.7194,-23.6559
c02760,-44.9671,-23.3781
c02761,-46.6411,-23.6292
c02762,-46.0461,-23.8168
c02763,-46.5906,-23.544
c02764,-46.4388,-23.7116
c02765,-46.5797,-23.5404
c02766,-46.3215,-23.4465
c02767,-46.8468,-23.467
c02768,-46.7309,-23.4961
c02769,-46.5535,-23.6766
c02770,-46.4502,-23.5407
c02771,-46.7162,-23.525
c02772,-46.5431,-23.6602
c02773,-46.4258,-23.4349
c02774,-46.6149,-23.5211
c02775,-46.1916,-22.7708
c02776,-46.7814,-23.634
c02777,-44.365,-22.4523
c02778,-46.2558,-22.7972
c02779,-46.2842,-23.9607
c02780,-46.3302,-23.507
c02781,-46.7936,-23.4223
c02782,-46.2037,-23.4193
c02783,-46.6873,-23.5779
c02784,-46.9928,-22.8225
c02785,-46.7487,-23.527
c02786,-46.7233,-23.5771
c02787,-46.5103,-23.6525
c02788,-46.8037,-23.7563
c02789,-46.7237,-23.4277
c02790,-47.1529,-22.8543
c02791,-46.5074,-23.4388
c02792,-46.5129,-23.6235
c02793,-46.6751,-23.8035
c02794,-46.2076,-23.9855
c02795,-46.5972,-23.6795
c02796,-46.7094,-23.6242
c02797,-46.3306,-23.5313
c02798,-45.9136,-23.2321
c02799,-46.7511,-23.5866
c02800,-43.1683,-22.9125
c02801,-46.5809,-23.6714
c02802,-46.5319,-23.4879
c02803,-46.8044,-23.5237
c02804,-46.4899,-23.6583
c02805,-47.256,-22.7555
c02806,-46.3659,-23.4158
c02807,-47.1431,-23.0586
c02808,-46.4464,-23.5547
c02809,-46.8909,-22.728
c02810,-46.371,-23.6244
c02811,-46.4436,-23.8871
c02812,-46.4933,-23.4226
c02813,-46.5448,-23.6738
c02814,-43.1717,-22.9224
c02815,-46.568,-23.5088
c02816,-46.072,-23.2553
c02817,-46.7274,-23.5915
c02818,-45.976,-23.2761
c02819,-43.1918,-22.9809
c02820,-45.9276,-23.3302
c02821,-46.6277,-23.6398
c02822,-46.8208,-23.5912
c02823,-46.554,-23.5358
c02824,-45.6557,-23.3923
c02825,-43.1856,-22.9771
c02826,-43.2724,-22.8781
c02827,-46.5692,-23.5391
c02828,-46.6901,-23.5014
c02829,-46.6473,-23.5503
c02830,-46.4818,-23.6637
c02831,-43.1819,-22.9009
c02832,-46.5934,-23.8401
c02833,-46.9892,-23.1837
c02834,-46.7225,-23.6405
c02835,-45.9255,-23.2423
c02836,-46.9691,-22.3772
c02837,-46.6733,-23.5149
c02838,-46.5977,-23.5274
c02839,-46.848,-23.5996
c02840,-45.3923,-23.829
c02841,-46.5895,-23.5928
c02842,-45.479,-23.1391
c02843,-45.5503,-23.0212
c02844,-46.4559,-23.522
c02845,-46.4814,-23.6638
c02846,-43.1716,-22.954
c02847,-46.6601,-23.6016
c02848,-46.5637,-23.5271
c02849,-46.5611,-23.5009
c02850,-46.4371,-23.5045
c02851,-46.7126,-23.6285
c02852,-46.6928,-23.6058
c02853,-46.9272,-23.5674
c02854,-46.4906,-23.7357
c02855,-43.243,-22.9857
c02856,-46.8884,-23.2002
c02857,-46.6185,-23.5422
c02858,-47.0064,-22.8968
c02859,-46.4683,-23.4944
c02860,-46.5823,-23.1851
c02861,-46.3356,-23.502
c02862,-43.2328,-22.9921
c02863,-46.6531,-23.5177
c02864,-46.8382,-23.5877
c02865,-46.6924,-23.594
c02866,-46.6594,-23.6148
c02867,-46.5392,-23.4825
c02868,-46.5453,-23.5334
c02869,-46.2244,-22.7681
c02870,-46.5902,-23.5934
c02871,-46.683,-23.5913
c02872,-43.2565,-22.9742
c02873,-45.6663,-23.3762
c02874,-46.5607,-23.5321
c02875,-46.682,-23.5558
c02876,-46.8433,-23.6569
c02877,-46.4082,-23.8552
c02878,-47.1532,-22.7527
c02879,-45.8345,-23.2624
c02880,-46.4915,-23.4575
c02881,-46.5259,-23.4748
c02882,-46.7069,-23.5602
c02883,-46.7916,-23.5171
c02884,-46.8194,-23.5926
c02885,-46.5463,-23.4814
c02886,-46.4266,-23.4368
c02887,-46.2366,-23.9874
c02888,-43.1892,-22.986
c02889,-46.9289,-23.1652
c02890,-46.7514,-23.5336
c02891,-46.8596,-23.4834
c02892,-43.1924,-22.9811
c02893,-46.5014,-23.6684
c02894,-46.6985,-23.6113
c02895,-46.5758,-23.608
c02896,-46.739,-23.5522
c02897,-46.5443,-23.4843
c02898,-46.4146,-23.9324
c02899,-46.5986,-23.5298
c02900,-46.8794,-22.939
c02901,-46.3386,-23.9319
c02902,-45.577,-22.7331
c02903,-46.4194,-23.432
c02904,-46.4369,-23.4244
c02905,-46.5294,-23.4701
c02906,-46.5363,-23.6751
c02907,-43.3572,-22.9621
c02908,-46.5485,-23.4864
c02909,-46.7453,-23.5848
c02910,-46.3807,-23.9316
c02911,-46.5017,-23.4304
c02912,-46.6624,-23.555
c02913,-43.1858,-22.9035
c02914,-43.1686,-22.9538
c02915,-43.288,-22.7542
c02916,-46.8773,-23.2231
c02917,-46.6465,-23.5506
c02918,-46.6414,-23.5191
c02919,-46.7502,-23.6057
c02920,-46.7484,-23.7957
c02921,-46.6431,-23.551
c02922,-46.3927,-23.5533
c02923,-46.3286,-23.5185
c02924,-46.7796,-23.4924
c02925,-46.6341,-23.6469
c02926,-45.3988,-23.7906
c02927,-46.629,-23.5369
c02928,-43.2029,-22.9853
c02929,-46.8479,-23.4103
c02930,-46.834,-23.6392
c02931,-46.0111,-23.2971
c02932,-46.684,-23.6581
c02933,-46.4547,-23.7116
c02934,-46.6462,-23.547
c02935,-43.188,-22.9699
c02936,-46.4342,-23.4383
c02937,-46.8375,-23.5589
c02938,-46.7382,-23.529
c02939,-44.6582,-22.4946
c02940,-45.0881,-23.4915
c02941,-46.8996,-23.5074
c02942,-46.5538,-23.0991
c02943,-46.5271,-23.4725
c02944,-47.2907,-22.7309
c02945,-43.2877,-22.7565
c02946,-46.9325,-23.5658
c02947,-46.7022,-23.5193
c02948,-46.6758,-23.5629
c02949,-46.8928,-23.6391
c02950,-47.0441,-22.8668
c02951,-46.1886,-23.9695
c02952,-46.4614,-23.482
c02953,-45.0709,-23.4476
c02954,-46.6562,-23.5833
c02955,-46.7139,-23.5132
c02956,-46.3686,-23.8538
c02957,-46.4917,-23.665
c02958,-46.5234,-23.6552
c02959,-46.7526,-23.5038
c02960,-46.695,-23.6092
c02961,-46.695,-23.6774
c02962,-47.2142,-22.8067
c02963,-46.7326,-23.5273
c02964,-46.7241,-23.6426
c02965,-46.6492,-23.6017
c02966,-46.6331,-23.6318
c02967,-46.8298,-23.5209
c02968,-46.6041,-23.1008
c02969,-45.6178,-22.8591
c02970,-45.9041,-23.209
c02971,-46.5371,-23.6778
c02972,-46.9847,-22.8235
c02973,-45.9359,-23.2499
c02974,-43.3652,-22.9824
c02975,-46.7736,-23.6339
c02976,-46.6424,-23.6431
c02977,-46.6413,-23.5189
c02978,-46.5483,-23.6668
c02979,-46.6647,-23.5278
c02980,-43.2361,-22.9831
c02981,-46.5547,-23.5941
c02982,-46.5229,-23.6576
c02983,-46.229,-23.3193
c02984,-45.069,-23.4749
c02985,-46.6898,-23.5888
c02986,-46.6942,-23.5229
c02987,-46.9658,-23.1629
c02988,-45.7393,-23.1288
c02989,-46.4797,-23.4591
c02990,-46.498,-23.4133
c02991,-46.6557,-23.517
c02992,-46.7579,-23.0173
c02993,-46.8515,-23.6525
c02994,-43.2108,-22.9239
c02995,-46.2922,-23.9493
c02996,-46.3628,-23.4652
c02997,-45.4044,-23.7261
c02998,-46.7005,-23.5714
c02999,-46.5622,-23.1148
c03000,-44.5088,-22.4682
c03001,-46.9253,-23.5426
c03002,-46.935,-23.1801
c03003,-46.5546,-23.4951
c03004,-46.8204,-23.6481
c03005,-46.7556,-23.6088
c03006,-46.7482,-23.6436
c03007,-46.331,-23.461
c03008,-46.4914,-23.4577
c03009,-46.6548,-23.5512
c03010,-46.6262,-23.5201
c03011,-45.1083,-23.4921
c03012,-45.5233,-23.5542
c03013,-46.3475,-23.4589
c03014,-45.9263,-23.3296
c03015,-46.787,-23.6156
c03016,-46.7224,-23.5722
c03017,-43.182,-22.8972
c03018,-45.716,-23.117
c03019,-46.4445,-23.1641
c03020,-47.2522,-22.9366
c03021,-46.4374,-23.4459
c03022,-46.6065,-23.59
c03023,-46.0064,-23.3454
c03024,-46.3655,-23.9398
c03025,-45.9056,-23.2255
c03026,-46.5733,-23.7607
c03027,-45.1986,-23.3653
c03028,-46.8248,-23.3187
c03029,-46.5573,-23.5257
c03030,-44.8899,-22.5989
c03031,-46.6412,-23.5988
c03032,-46.4924,-23.451
c03033,-46.4797,-23.5158
c03034,-46.7394,-23.596
c03035,-46.5588,-23.4984
c03036,-46.4695,-23.6721
c03037,-46.4617,-23.1323
c03038,-46.7024,-23.5672
c03039,-43.1907,-22.9818
c03040,-46.7467,-23.5293
c03041,-46.6144,-23.5212
c03042,-46.4728,-23.1221
c03043,-45.3847,-23.8173
c03044,-46.5591,-23.4885
c03045,-46.4233,-23.8981
c03046,-46.456,-23.907
c03047,-46.5088,-23.4329
c03048,-46.2571,-23.3793
c03049,-46.5461,-23.4709
c03050,-46.1345,-22.7422
c03051,-46.7346,-23.5176
c03052,-45.9093,-23.2286
c03053,-46.8002,-23.5253
c03054,-45.9048,-23.2127
c03055,-45.921,-23.2074
c03056,-43.2441,-22.9859
c03057,-45.6073,-22.8742
c03058,-45.5569,-23.0408
c03059,-45.4756,-22.9127
c03060,-46.5508,-23.4925
c03061,-46.5866,-23.5246
c03062,-43.2639,-22.8183
c03063,-46.6563,-23.5678
c03064,-46.9928,-22.8209
c03065,-44.5127,-22.4398
c03066,-46.7326,-23.5175
c03067,-46.3656,-23.9279
c03068,-46.6404,-23.5186
c03069,-46.7188,-23.5331
c03070,-46.5507,-23.5268
c03071,-46.5061,-23.8339
c03072,-45.9221,-23.2219
c03073,-46.4582,-23.6685
c03074,-46.5086,-23.6246
c03075,-46.4941,-23.4485
c03076,-46.7368,-23.6417
c03077,-46.6142,-23.5208
c03078,-47.2697,-22.495
c03079,-46.7394,-23.509
c03080,-43.1813,-22.902
c03081,-46.8095,-23.5766
c03082,-46.3455,-23.5643
c03083,-46.7113,-23.558
c03084,-47.3089,-22.6896
c03085,-46.7693,-23.3889
c03086,-46.6613,-23.6252
c03087,-45.5875,-23.4649
c03088,-45.7787,-23.2316
c03089,-46.5749,-23.5154
c03090,-46.3491,-23.5886
c03091,-46.6919,-23.5844
c03092,-44.5885,-22.5019
c03093,-46.6734,-23.5582
c03094,-46.6759,-23.5593
c03095,-46.4958,-23.4258
c03096,-46.7122,-23.6618
c03097,-46.2853,-22.7736
c03098,-46.5431,-23.4841
c03099,-46.5896,-23.5929
c03100,-46.9221,-23.083
c03101,-46.8061,-23.6182
c03102,-45.5727,-22.721
c03103,-43.2366,-22.9126
c03104,-46.8082,-23.5229
c03105,-46.6916,-23.5662
c03106,-46.6934,-23.5987
c03107,-46.9198,-23.1738
c03108,-46.5581,-23.5287
c03109,-46.5227,-23.4601
c03110,-46.7253,-23.6428
c03111,-46.501,-23.8593
c03112,-43.229,-22.966
c03113,-46.5917,-23.5946
c03114,-46.6977,-23.6237
c03115,-46.6401,-23.562
c03116,-46.5451,-23.6057
c03117,-46.7369,-23.5538
c03118,-45.4313,-23.7096
c03119,-45.4443,-22.9057
c03120,-46.742,-23.566
c03121,-46.6097,-23.5636
c03122,-45.588,-22.9009
c03123,-46.6952,-23.5719
c03124,-43.1845,-22.9511
c03125,-46.497,-23.4126
c03126,-46.292,-23.9484
c03127,-46.73,-23.5164
c03128,-43.2208,-22.9775
c03129,-46.8646,-23.127
c03130,-46.5336,-23.4657
c03131,-46.6922,-23.5936
c03132,-46.4954,-23.4344
c03133,-46.5024,-23.426
c03134,-46.7228,-23.6404
c03135,-46.635,-23.5355
c03136,-46.4084,-23.4447
c03137,-46.5947,-23.5275
c03138,-46.6335,-23.5363
c03139,-45.7496,-23.133
c03140,-46.3447,-23.4631
c03141,-46.581,-23.6718
c03142,-46.5338,-23.6571
c03143,-46.7185,-23.5349
c03144,-46.9285,-23.6192
c03145,-46.8005,-23.6853
c03146,-46.8329,-22.9869
c03147,-46.7371,-23.5243
c03148,-46.5677,-23.4693
c03149,-46.721,-23.6543
c03150,-45.6167,-22.7739
c03151,-46.053,-23.3093
c03152,-43.1992,-22.9867
c03153,-46.4913,-23.4558
c03154,-46.8408,-23.5964
c03155,-46.4766,-23.4233
c03156,-46.6495,-23.5811
c03157,-46.5397,-23.6429
c03158,-46.7377,-23.5843
c03159,-43.1973,-22.8944
c03160,-47.1915,-23.0969
c03161,-46.2933,-23.9514
c03162,-46.7222,-23.6436
c03163,-46.7096,-23.6498
c03164,-43.1809,-22.9068
c03165,-46.5315,-23.6729
c03166,-43.2016,-22.9834
c03167,-43.2547,-22.8902
c03168,-45.191,-23.5117
c03169,-45.4621,-22.9372
c03170,-46.9183,-23.6006
c03171,-46.6529,-23.6675
c03172,-46.7208,-23.5112
c03173,-46.5805,-23.8289
c03174,-46.2652,-23.9837
c03175,-46.9399,-23.1432
c03176,-44.5253,-22.4429
c03177,-46.5549,-23.6155
c03178,-46.6333,-23.5505
c03179,-46.8344,-23.548
c03180,-46.8359,-23.3424
c03181,-47.1377,-22.8635
c03182,-43.175,-22.9614
c03183,-46.6735,-23.6451
c03184,-46.3223,-23.9319
c03185,-46.7454,-23.5329
c03186,-46.7334,-23.5813
c03187,-46.3431,-23.5684
c03188,-47.2711,-22.8694
c03189,-46.4928,-23.4576
c03190,-46.4696,-23.6855
c03191,-46.6947,-23.6058
c03192,-46.7008,-23.6214
c03193,-46.0865,-23.3188
c03194,-46.8846,-23.2057
c03195,-46.7735,-23.6339
c03196,-46.7522,-23.6077
c03197,-46.7379,-23.5654
c03198,-46.0632,-23.2668
c03199,-46.7634,-23.0121
c03200,-46.6391,-23.6184
c03201,-46.5861,-23.5849
c03202,-43.1319,-22.345
c03203,-46.6971,-23.5688
c03204,-46.5908,-23.594
c03205,-46.4954,-23.472
c03206,-46.8365,-23.5932
c03207,-45.8921,-23.2068
c03208,-46.9252,-23.6066
c03209,-46.5236,-23.6646
c03210,-46.7393,-23.516
c03211,-46.495,-23.7451
c03212,-45.5573,-23.0315
c03213,-46.2443,-23.5421
c03214,-46.7138,-23.5588
c03215,-43.1907,-22.9802
c03216,-46.5617,-23.6254
c03217,-46.7033,-23.6228
c03218,-45.5738,-23.4929
c03219,-46.6703,-23.5545
c03220,-43.1859,-22.9716
c03221,-46.6529,-23.552
c03222,-46.6524,-23.5574
c03223,-46.239,-23.9842
c03224,-46.4665,-23.4806
c03225,-46.7187,-23.5707
c03226,-43.5425,-22.7366
c03227,-46.6558,-23.5551
c03228,-46.5975,-23.5898
c03229,-46.4787,-23.6275
c03230,-46.9523,-22.335
c03231,-46.8082,-23.523
c03232,-46.4075,-23.6898
c03233,-46.7186,-23.6564
c03234,-46.2971,-23.9737
c03235,-46.6326,-23.5369
c03236,-46.7201,-23.6557
c03237,-46.4243,-23.7006
c03238,-43.2675,-22.8745
c03239,-46.4771,-23.7205
c03240,-46.7836,-23.6307
c03241,-45.587,-23.7878
c03242,-46.5405,-23.6322
c03243,-46.853,-23.659
c03244,-43.1734,-22.9135
c03245,-46.7229,-23.6404
c03246,-45.5865,-23.0396
c03247,-45.9,-23.2168
c03248,-46.7031,-23.6705
c03249,-46.6886,-23.5664
c03250,-46.9722,-22.3979
c03251,-45.8741,-23.1961
c03252,-46.7359,-23.6432
c03253,-46.717,-23.575
c03254,-46.6689,-23.5222
c03255,-46.4219,-23.2766
c03256,-46.2038,-23.5245
c03257,-46.7105,-23.6268
c03258,-46.7256,-23.5783
c03259,-46.164,-22.7617
c03260,-43.3784,-22.9362
c03261,-43.176,-22.91
c03262,-46.5677,-23.5086
c03263,-46.322,-23.965
c03264,-46.5896,-23.5929
c03265,-46.4959,-23.6659
c03266,-47.2932,-22.7249
c03267,-46.604,-23.5489
c03268,-43.2038,-22.9032
c03269,-46.732,-23.5892
c03270,-45.4558,-23.8925
c03271,-43.9701,-22.5828
c03272,-46.5939,-23.5876
c03273,-45.3715,-23.6084
c03274,-46.6793,-23.5178
c03275,-46.6723,-23.5141
c03276,-46.7302,-23.5163
c03277,-46.0185,-23.345
c03278,-46.3811,-23.4662
c03279,-44.9713,-23.3842
c03280,-46.8933,-22.7244
c03281,-45.3242,-23.5794
c03282,-43.1961,-22.984
c03283,-46.8258,-23.5893
c03284,-45.4322,-23.6008
c03285,-44.9217,-22.6283
c03286,-46.3878,-23.4209
c03287,-46.7686,-23.6603
c03288,-46.6767,-23.6177
c03289,-46.6622,-23.5454
c03290,-43.0788,-22.9522
c03291,-46.5077,-23.441
c03292,-46.6125,-23.5349
c03293,-45.8782,-23.2253
c03294,-46.549,-23.697
c03295,-46.6021,-23.5395
c03296,-46.5634,-23.5014
c03297,-46.6768,-23.53
c03298,-46.7676,-23.4072
c03299,-46.6382,-23.5566
c03300,-46.7946,-23.7597
c03301,-46.7403,-23.5597
c03302,-46.6912,-23.5681
c03303,-46.3113,-23.8873
c03304,-46.6151,-23.6262
c03305,-46.5118,-23.4699
c03306,-46.6618,-23.5558
c03307,-46.658,-23.5266
c03308,-46.6865,-23.578
c03309,-45.7959,-23.1574
c03310,-46.3318,-23.5051
c03311,-46.424,-23.4262
c03312,-46.7454,-23.5298
c03313,-46.2648,-23.3838
c03314,-45.9928,-23.287
c03315,-46.4479,-23.7097
c03316,-46.8086,-23.5814
c03317,-46.722,-23.6383
c03318,-46.7343,-23.5262
c03319,-43.21,-22.9139
c03320,-46.2997,-23.9001
c03321,-46.7228,-23.6404
c03322,-46.4645,-23.4837
c03323,-46.7765,-23.6601
c03324,-46.8351,-23.5511
c03325,-46.6701,-23.5611
c03326,-46.6591,-23.5555
c03327,-46.5242,-23.6483
c03328,-43.1801,-22.9041
c03329,-45.0748,-23.4361
c03330,-46.7029,-23.5185
c03331,-46.7911,-23.6374
c03332,-46.8341,-23.5201
c03333,-46.8996,-23.1841
c03334,-46.9134,-23.6006
c03335,-46.5397,-23.5348
c03336,-44.6744,-22.5043
c03337,-43.1753,-22.966
c03338,-46.1117,-23.4758
c03339,-46.4928,-23.4527
c03340,-46.7038,-23.5662
c03341,-46.5155,-23.4705
c03342,-46.5433,-23.6274
c03343,-45.9572,-23.2641
c03344,-46.6453,-23.5731
c03345,-46.7033,-23.6231
c03346,-46.6917,-23.0375
c03347,-46.6612,-23.6243
c03348,-46.5911,-23.5945
c03349,-47.2391,-23.1342
c03350,-46.9244,-23.5324
c03351,-46.1805,-23.4044
c03352,-46.8012,-22.9953
c03353,-46.526,-23.6364
c03354,-46.4479,-23.7105
c03355,-46.5615,-23.4757
c03356,-47.1436,-22.844
c03357,-46.6145,-23.5476
c03358,-46.7696,-23.58
c03359,-46.7041,-23.518
c03360,-46.8022,-23.5145
c03361,-46.822,-23.632
c03362,-43.2094,-22.9258
c03363,-46.6966,-23.5743
c03364,-46.8666,-23.511
c03365,-46.7801,-23.6625
c03366,-46.4698,-23.6808
c03367,-46.3232,-23.9667
c03368,-46.8714,-23.4947
c03369,-46.4907,-23.4665
c03370,-46.5456,-23.507
c03371,-46.5955,-23.5304
c03372,-46.3797,-23.4184
c03373,-46.1975,-23.4153
c03374,-46.526,-23.4959
c03375,-46.5684,-23.6106
c03376,-46.6572,-23.5823
c03377,-46.8183,-23.6915
c03378,-43.199,-22.9828
c03379,-43.3294,-22.9372
c03380,-46.4086,-23.459
c03381,-43.1877,-22.9746
c03382,-45.9171,-23.2128
c03383,-46.5011,-23.4199
c03384,-43.1677,-22.9535
c03385,-43.202,-22.9844
c03386,-46.3307,-23.4859
c03387,-46.83,-23.5084
c03388,-46.6484,-23.6262
c03389,-45.8912,-23.172
c03390,-46.5614,-23.5382
c03391,-46.7192,-23.6354
c03392,-46.178,-23.5109
c03393,-46.7211,-23.6352
c03394,-43.1797,-22.9143
c03395,-46.8823,-23.1837
c03396,-44.5206,-22.4496
c03397,-46.5704,-23.5111
c03398,-46.4353,-23.7044
c03399,-46.4886,-23.6652
c03400,-46.5591,-23.4884
c03401,-46.7488,-23.5572
c03402,-46.492,-23.4622
c03403,-46.6158,-23.5889
c03404,-46.5569,-23.5088
c03405,-45.5702,-23.0321
c03406,-46.6391,-23.5349
c03407,-47.2795,-22.7371
c03408,-46.7081,-23.5609
c03409,-46.6375,-23.5331
c03410,-46.7189,-23.5216
c03411,-46.5344,-23.6541
c03412,-46.678,-23.5132
c03413,-46.72,-23.5757
c03414,-46.6698,-23.5624
c03415,-46.7129,-23.6301
c03416,-46.6692,-23.5603
c03417,-45.3313,-23.5867
c03418,-46.7099,-23.559
c03419,-46.5351,-23.5324
c03420,-46.6598,-23.5576
c03421,-46.1295,-23.3292
c03422,-46.5727,-23.5254
c03423,-46.6205,-23.5386
c03424,-46.4945,-23.4226
c03425,-46.5486,-23.5358
c03426,-46.2383,-23.9854
c03427,-46.0518,-23.3942
c03428,-46.6445,-23.5358
c03429,-46.6665,-23.6082
c03430,-46.0294,-23.348
c03431,-46.8167,-23.5251
c03432,-46.7329,-23.5145
c03433,-46.6991,-23.6726
c03434,-46.7187,-23.6567
c03435,-45.7588,-23.219
c03436,-46.4768,-23.4805
c03437,-46.5605,-23.1091
c03438,-46.9964,-22.8302
c03439,-46.901,-23.7498
c03440,-46.9548,-23.5181
c03441,-46.8444,-23.3454
c03442,-46.9104,-23.5299
c03443,-46.6608,-23.5541
c03444,-46.6381,-23.6195
c03445,-46.5954,-23.5472
c03446,-46.8516,-23.4965
c03447,-46.3236,-23.934
c03448,-46.8439,-23.3441
c03449,-46.3425,-23.9891
c03450,-46.9261,-23.535
c03451,-44.4394,-22.46
c03452,-46.6745,-23.5141
c03453,-47.3211,-23.193
c03454,-46.5371,-23.6377
c03455,-46.8088,-23.6886
c03456,-45.3762,-23.818
c03457,-45.8613,-23.2844
c03458,-46.7432,-23.5581
c03459,-46.4645,-23.7053
c03460,-46.1258,-23.3266
c03461,-46.3692,-23.8532
c03462,-46.675,-23.5139
c03463,-46.6715,-23.5646
c03464,-43.3579,-22.7995
c03465,-46.5374,-23.6576
c03466,-45.8821,-23.3004
c03467,-46.6208,-23.5353
c03468,-46.6375,-23.5515
c03469,-46.3306,-23.4754
c03470,-46.061,-22.6119
c03471,-46.4622,-23.4671
c03472,-46.8184,-23.5611
c03473,-46.2751,-23.5382
c03474,-46.7095,-23.5588
c03475,-46.585,-23.5221
c03476,-46.4999,-23.4652
c03477,-46.6218,-23.5975
c03478,-46.6704,-23.5339
c03479,-46.4224,-23.6971
c03480,-46.0068,-23.2957
c03481,-46.747,-23.5979
c03482,-46.3419,-23.4703
c03483,-46.7684,-23.4876
c03484,-43.3086,-23.0072
c03485,-45.6204,-23.0567
c03486,-46.6652,-23.5838
c03487,-46.6988,-23.6123
c03488,-46.6599,-23.5554
c03489,-46.3285,-23.5271
c03490,-46.8478,-23.4982
c03491,-46.5457,-23.4877
c03492,-43.252,-22.9932
c03493,-46.4071,-23.9675
c03494,-43.2602,-22.9202
c03495,-46.5207,-23.4955
c03496,-46.7089,-23.6325
c03497,-46.4502,-23.9546
c03498,-46.5228,-23.6726
c03499,-46.5286,-23.4661
c03500,-46.3577,-23.5335
c03501,-46.5868,-23.5295
c03502,-46.2718,-23.4431
c03503,-45.887,-23.3023
c03504,-43.2423,-22.8358
c03505,-43.2169,-22.9537
c03506,-46.7271,-23.5387
c03507,-46.7058,-23.5837
c03508,-43.2954,-23.0103
c03509,-46.4697,-23.6867
c03510,-47.1188,-22.9741
c03511,-43.9136,-22.6258
c03512,-46.5924,-23.7978
c03513,-46.5636,-23.5015
c03514,-47.2569,-22.9304
c03515,-46.5697,-23.5255
c03516,-46.6021,-23.5305
c03517,-46.4951,-23.627
c03518,-46.6457,-23.5562
c03519,-46.6929,-23.6058
c03520,-46.321,-23.9491
c03521,-46.8443,-23.3317
c03522,-46.6899,-23.5667
c03523,-45.7271,-23.1811
c03524,-46.7334,-23.5463
c03525,-46.535,-23.6703
c03526,-43.3425,-23.0003
c03527,-46.3601,-23.9352
c03528,-46.6212,-23.6274
c03529,-46.6678,-23.5579
c03530,-46.6449,-23.5266
c03531,-46.3265,-23.5089
c03532,-46.6073,-23.6145
c03533,-43.1758,-22.9665
c03534,-46.7517,-23.6066
c03535,-44.9649,-23.3769
c03536,-46.5139,-23.4654
c03537,-46.7983,-23.4672
c03538,-43.2478,-22.9178
